CC00053XX04-8607	0.0017071
CC00054XX05-8800	0.085727
CC00055XX06-9300	0.0017071
CC00056XX07-10700	0.01179
CC00061XX04-13300	0.022645
CC00062XX05-13801	0.030586
CC00065XX08-18600	0.0038934
CC00068XX11-20701	0.0038934
CC00071XX06-27000	0.0017071
CC00073XX08-27800	0.0082902
CC00079XX14-30000	0.030586
CC00083XX10-30900	0.10626
CC00086XX13-31500	0.0057303
CC00089XX16-32101	0.01648
CC00091XX10-32300	0.030586
CC00101XX02-35001	0.0057303
CC00104XX05-35800	0.040608
CC00106XX07-36100	0.0017071
CC00108XX09-36800	0.15506
CC00111XX04-37002	0.0057303
CC00113XX06-37200	0.040608
CC00117XX10-38200	0.085727
CC00119XX12-39400	0.35364
CC00130XX07-44001	0.31901
CC00134XX11-44600	0.33878
CC00138XX15-46200	0.030586
CC00149XX18-49000	0.01648
CC00153XX05-50300	0.030586
CC00159XX11-52600	0.022645
CC00163XX07-53701	0.0057303
CC00165XX09-54600	0.01179
CC00168XX12-55700	0.36287
CC00176XX12-57600	0.33878
CC00178XX14-58600	0.0082902
CC00179XX15-58800	0.0026003
CC00180XX08-59500	0.10626
CC00182XX10-60200	0.052996
CC00183XX11-60300	0.01179
CC00184XX12-60501	0.29528
CC00193XX13-64400	0.067984
CC00198XX18-66600	0.0057303
CC00199XX19-66700	0.0082902
CC00201XX03-67600	0.36287
CC00203XX05-69500	0.0057303
CC00206XX08-70100	0.0057303
CC00209XX11-70400	0.21123
CC00217XX11-73700	0.01648
CC00219XX13-86600	0.10626
CC00223XX09-75900	0.0017071
CC00251XX04-83800	0.33878
CC00252XX05-84000	0.26866
CC00255XX08-84400	0.10626
CC00258XX11-84900	0.21123
CC00267XX12-87700	0.36287
CC00270XX07-88600	0.052996
CC00272XX09-117900	0.15506
CC00286XX15-91700	0.33878
CC00300XX03-96000	0.0082902
CC00303XX06-96900	0.31901
CC00304XX07-111600	0.0038934
CC00306XX09-98700	0.0011016
CC00307XX10-98800	0.33878
CC00316XX11-101300	0.33878
CC00319XX14-117300	0.040608
CC00321XX08-102700	0.0017071
CC00325XX12-103900	0.01179
CC00332XX11-105700	0.030586
CC00339XX18-107200	0.0082902
CC00342XX13-108300	0.35364
CC00343XX14-108500	0.067984
CC00347XX18-109600	0.022645
CC00348XX19-110200	0.040608
CC00352XX06-110700	0.36287
CC00356XX10-112901	0.0017071
CC00357XX11-113900	0.040608
CC00362XX08-114500	0.0011016
CC00364XX10-115200	0.01648
CC00366XX12-116300	0.022645
CC00368XX14-116600	0.01179
CC00371XX09-134700	0.15506
CC00382XX12-121700	0.24028
CC00383XX13-121800	0.040608
CC00384XX14-122200	0.0057303
CC00397XX19-122700	0.052996
CC00400XX04-123700	0.0011016
CC00402XX06-124300	0.0017071
CC00405XX09-124900	0.0017071
CC00408XX12-125500	0.0082902
CC00416XX12-128900	0.067984
CC00417XX13-129000	0.01648
CC00424XX12-129400	0.01179
CC00425XX13-129800	0.18254
CC00431XX11-131500	0.36287
CC00433XX13-132000	0.085727
CC00438XX18-156800	0.24028
CC00439XX19-132100	0.067984
CC00442XX14-133300	0.030586
CC00446XX18-135200	0.040608
CC00448XX20-135800	0.040608
CC00451XX06-137000	0.0057303
CC00455XX10-137700	0.067984
CC00457XX12-138601	0.022645
CC00458XX13-138900	0.01648
CC00461XX08-175100	0.36287
CC00469XX16-139200	0.022645
CC00470XX09-139600	0.067984
CC00472XX11-140000	0.022645
CC00474XX13-140500	0.0011016
CC00475XX14-141400	0.040608
CC00476XX15-141500	0.35364
CC00480XX11-141609	0.366
CC00481XX12-141800	0.030586
CC00484XX15-142700	0.01648
CC00485XX16-143100	0.10626
CC00486XX17-144300	0.0038934
CC00497XX20-144500	0.01648
CC00498XX21-144900	0.10626
CC00499XX22-145800	0.0017071
CC00500XX05-145900	0.24028
CC00505XX10-146900	0.0057303
CC00508XX13-148700	0.067984
CC00509XX14-148800	0.0011016
CC00511XX08-149000	0.0082902
CC00528XX17-183200	0.35364
CC00532XX13-154200	0.022645
CC00536XX17-156900	0.18254
CC00538XX19-157200	0.0017071
CC00540XX13-164400	0.01648
CC00542XX15-165800	0.18254
CC00544XX17-169300	0.052996
CC00549XX22-157600	0.085727
CC00553XX09-159000	0.067984
CC00555XX11-162400	0.0011016
CC00556XX12-162902	0.030586
CC00558XX14-164100	0.33878
CC00564XX12-154100	0.052996
CC00566XX14-164500	0.21123
CC00577XX17-180400	0.040608
CC00580XX12-173700	0.022645
CC00583XX15-178600	0.067984
CC00584XX16-178800	0.067984
CC00586XX18-179000	0.0011016
CC00607XX13-179300	0.12947
