CC00051XX02-7702	0.241971
CC00052XX03-8300	0.029270
CC00053XX04-8607	0.338848
CC00055XX06-9300	0.338848
CC00056XX07-10700	0.394892
CC00057XX08-11002	0.382987
CC00060XX03-12501	0.309115
CC00061XX04-13300	0.363937
CC00062XX05-13801	0.338848
CC00064XX07-18303	0.040161
CC00065XX08-18600	0.382987
CC00066XX09-19200	0.014624
CC00068XX11-20701	0.382987
CC00069XX12-26300	0.143798
CC00071XX06-27000	0.338848
CC00073XX08-27800	0.398942
CC00074XX09-28000	0.207630
CC00075XX10-28400	0.029270
CC00078XX13-29900	0.382987
CC00079XX14-30000	0.338848
CC00083XX10-30900	0.174563
CC00088XX15-31801	0.394892
CC00094BN13-33301	0.006734
CC00095XX14-33501	0.029270
CC00096XX15-33700	0.207630
CC00099AN18-34200	0.001806
CC00099BN18-34201	0.001806
CC00100XX01-35000	0.241971
CC00102XX03-35200	0.071117
CC00104XX05-35800	0.309115
CC00105XX06-35801	0.020902
CC00106XX07-36100	0.338848
CC00107XX08-36300	0.382987
CC00113XX06-37200	0.309115
CC00114XX07-37100	0.116062
CC00117XX10-38200	0.207630
CC00120XX05-41600	0.276295
CC00122XX07-42000	0.010026
CC00131XX08-44200	0.071117
CC00134XX11-44600	0.001118
CC00143AN12-47501	0.010026
CC00143BN12-47600	0.010026
CC00144XX13-47701	0.241971
CC00145XX14-48100	0.029270
CC00149XX18-49000	0.382987
CC00150AN02-54800	0.398942
CC00150BN02-49100	0.001806
CC00158XX10-52200	0.309115
CC00159XX11-52600	0.363937
CC00160XX04-52700	0.116062
CC00163XX07-53701	0.394892
CC00164XX08-54000	0.040161
CC00170XX06-56100	0.014624
CC00172AN08-56901	0.002858
CC00172BN08-57300	0.004432
CC00174XX10-57200	0.363937
CC00176XX12-57600	0.014624
CC00179XX15-58800	0.363937
CC00180XX08-59500	0.174563
CC00197XX17-66500	0.040161
CC00199XX19-66700	0.398942
CC00201XX03-67600	0.002858
CC00202XX04-67800	0.091783
CC00204XX06-69900	0.040161
CC00205XX07-70000	0.174563
CC00206XX08-70100	0.394892
CC00207XX09-88700	0.071117
CC00209XX11-70400	0.071117
CC00217XX11-73700	0.382987
CC00223XX09-75900	0.338848
CC00244XX14-81200	0.001118
CC00247XX17-82801	0.276295
CC00250XX03-83700	0.382987
CC00251XX04-83800	0.014624
CC00252XX05-84000	0.040161
CC00255XX08-84400	0.174563
CC00257XX10-84700	0.010026
CC00258XX11-84900	0.071117
CC00260XX05-85300	0.174563
CC00267XX12-87700	0.002858
CC00268XX13-87800	0.091783
CC00270XX07-88600	0.276295
CC00272XX09-117900	0.116062
CC00286XX15-91700	0.001118
CC00289XX18-119700	0.116062
CC00291XX12-93100	0.309115
CC00300XX03-96000	0.398942
CC00303XX06-96900	0.020902
CC00314XX09-100101	0.116062
CC00316XX11-101300	0.001118
CC00319XX14-117300	0.309115
CC00334XX13-106100	0.029270
CC00337XX16-107000	0.091783
CC00338AN17-107700	0.001806
CC00338BN17-107600	0.001806
CC00341XX12-108000	0.091783
CC00342XX13-108300	0.010026
CC00348XX19-110200	0.309115
CC00349XX20-110300	0.143798
CC00352XX06-110700	0.006734
CC00356XX10-112901	0.338848
CC00357XX11-113900	0.309115
CC00362XX08-114500	0.309115
CC00363XX09-114900	0.071117
CC00366XX12-116300	0.363937
CC00367XX13-116000	0.207630
CC00371XX09-134700	0.116062
CC00382XX12-121700	0.053991
CC00384XX14-122200	0.394892
CC00397XX19-122700	0.276295
CC00400XX04-123700	0.309115
CC00403XX07-124400	0.006734
CC00405XX09-124900	0.338848
CC00411XX07-126200	0.363937
CC00412XX08-126301	0.004432
CC00413XX09-127100	0.091783
CC00414XX10-127300	0.004432
CC00417XX13-129000	0.382987
CC00421BN09-126100	0.006734
CC00424XX12-129400	0.382987
CC00425XX13-129800	0.091783
CC00426XX14-129900	0.174563
CC00428XX16-130400	0.394892
CC00431XX11-131500	0.006734
CC00433XX13-132000	0.143798
CC00434AN14-127700	0.040161
CC00438XX18-156800	0.020902
CC00439XX19-132100	0.241971
CC00441XX13-132902	0.394892
CC00446XX18-135200	0.309115
CC00447XX19-135600	0.174563
CC00450XX05-136100	0.014624
CC00451XX06-137000	0.394892
CC00458XX13-138900	0.382987
CC00461XX08-175100	0.006734
CC00466AN13-138400	0.002858
CC00466BN13-138300	0.002858
CC00470XX09-139600	0.241971
CC00472XX11-140000	0.363937
CC00476XX15-141500	0.001806
CC00479XX18-141608	0.116062
CC00480XX11-141609	0.004432
CC00483XX14-144200	0.398942
CC00484XX15-142700	0.382987
CC00497XX20-144500	0.382987
CC00498XX21-144900	0.174563
CC00499XX22-145800	0.338848
CC00502XX07-146700	0.241971
CC00508XX13-148700	0.241971
CC00511XX08-149000	0.398942
CC00512XX09-150700	0.071117
CC00513XX10-150000	0.053991
CC00515XX12-152600	0.040161
CC00516XX13-152902	0.363937
CC00527XX16-184400	0.053991
CC00528XX17-183200	0.010026
CC00532XX13-154200	0.363937
CC00534XX15-155100	0.071117
CC00536XX17-156900	0.091783
CC00537XX18-157100	0.053991
CC00542XX15-165800	0.091783
CC00546XX19-173100	0.071117
CC00547XX20-157300	0.053991
CC00548XX21-157400	0.382987
CC00549XX22-157600	0.207630
CC00555XX11-162400	0.309115
CC00562XX10-191900	0.241971
CC00564XX12-154100	0.276295
CC00566XX14-164500	0.071117
CC00568XX16-198900	0.014624
CC00577XX17-180400	0.309115
CC00580XX12-173700	0.363937
CC00582XX14-178300	0.053991
CC00584XX16-178800	0.241971
CC00585XX17-178900	0.174563
CC00587XX19-180300	0.020902
CC00588XX20-183600	0.276295
CC00589XX21-184000	0.014624
CC00594XX18-189800	0.241971
CC00595XX19-189900	0.116062
